title,comment,recommend
پاوربانک,"من تو پیشنهاد شگفت انگیز خریدم و الان تقریباً 1 ماه استفاده میکنم راضی ام
4-5  بار گوشیم رو از 20% تا 100% پر میکنه
شاید تنها ایرادش این باشه که نشون نمیده خود دستگاه چند درصد شارژ داره و فقط چراغش قرمز میشه اما تو حالت قرمز بودن هم گوشی رو شارژ میکنه
و البته کمی جای کابلش شل شده که اگر تکونش ندم مشکلی نداره اما اگر حرکت بدم ممکن شارژ رو قطع کنه",recommended
خرید اجباری,بی نهایت بی کیفیت .,not_recommended
حرررف نداره,درکل برلی مصارف معمولی خیلی خوبه و قیمتش واقعا مناسبه... سر پیچ گوشتی ها مقاومت بالایی دارن تقریبا,recommended
بدرد نمیخوره نخرید,من اینهمه پول دادم هیچ تاثیری ندیدم,not_recommended
بسیار سبک و خوش رنگ,من پوست معمولی و روشن دارم و بسیار راضی ام از این محصول,recommended
جنس ایرانی خوب,"برای بار چندم خریدم. یک کم خاک داره که الک کردم. مزه و عطر و رنگ این چای طبیعیه. من از عطرهای مصنوعی چای‌های خارجی به شدت بیزارم و همینطور از رنگ کاملاً دروغین و غیرطبیعیشون. از سرطان مری و معده هم میترسم.
شاید لوازم برقی ایرانی نخرم ولی چای و برنج رو حتماً ایرانی میخرم.",recommended
کفش چرم طبیعی مدل ۲۰۱۴,طراحی ساده و  شیکی دارد .کیفیت چرم کفش عالی و همچنین کفش  کیفیت ساخت خوبی دارد . استفاده از کفی خوب و راحت  .احساس راحتی در هنگام راه رفتن به شما دست میدهد .ولی اگر کمی وزن کفش پاینتر بود  بی نظیر بود . قیمت مناسبی نسبت به محصول مشابه در بازر دارد .در کل از این خرید راضی هستم .,recommended
نقد بعد خرید,سلام ، انگار عمو جون اومده آرد رو با رنگ قاطی کرده و به فورمولاسیون بسته بندی و فروش رسیده. زود خشک میشه و غیر قابل تمدید مصرف.,not_recommended
راضی ام,در کل خوبه.بیشتر برای محیط اداری مناسبه  نه پشت موتور. صدای ورودی و خروجی به خوبی انجام میشه.,recommended
هم زیباست. هم اندازه و وزنش متناسبه.,"سلام..
به نسبت قیمت ساعت شیک و با کیفیتیه‌.فقط به خاطر خاص بودن بندش کاشکی بند اضافه براش در نظر میگرفتن.",recommended
کفپوش ایده آل,سبکه و کیفیت قابل قبولی داره.,recommended
مشکل گشادی قاب,اصلا خریدش رو پیشنهاد نمیکنم ، حتی برای تنوع و سرگرمی,not_recommended
عالی و کاربردی,محصول کاربردی و مناسبی است و ارزش خرید را دارد به شرطی که یدکی دستمال در بازار گیر بیاد البته الان حدود یک ماهه دارمش و هر روز استفاده می کنم هنوز دستمال فابریکی آسیبی ندیده .,recommended
خیلی سبکه وشبیه مدل توی عکس نیست,با چیزی که تو تصویر و توضیح هست مغایرت داره من راضی نیستم,not_recommended
مسخره و بی کیفیت,"تلمبه اصلا کار نمیکنه
من با تلمبه پایی باد کردم
چون عمرا با دهن باد نمیشه
۱۱ تاش همون لحظه باد زدن ترکید
مابقی به ترتیب از ۵ دقیقه تا ۱۵ دقیقه بعد باد زدن بدون هیچ عامل خارجی به صورت خودجوش منفجر شد
در کل به عنوان وسیله ای برای سکته و ایست قلبی ناگهانی مناسبه",not_recommended
خیلی راضیم,"الان یک ساله دارمش و ازش خیلی راضیم و در تمامی موارد نیازم رو برطرف کرده و از ریش تراش های سه سر به خاطر التهاب بسیار کمتر پوست خیلی بهتره.
قطعا برند و کشور سازندش معرف کیفیت خوبش هستن.",recommended
برای تیبا2 هست که در توضیحات نوشته نشده است!!,متاسفانه به علت ذکر نشدن  تیبا2 در توصیحات و عنوان مربوطه مجبور شدم برگشت بزنم و سفارش کفپوش تیبا1 دوباره ثبت کنم با قیمتی بالاتر...,recommended
ست چرم,واقعا بی کیفیته و نسبت به پولش ارزش خرید نداره,not_recommended
خریدار,"جنس خوب و با کیفیتی داره کمی سنگینی داره که لحاف رو هوا نمونه و اذیت کنه نرم و راحت و گرم میکنه خوب.
فقط اینکه تو نظرات خونده بودم یکی از مشتریان گفته بود توش ساس داره والا چیزی من که ندیدم احتمالا مشکل از محیط خودشون بوده",recommended
سطل زباله و جا دستمال کاغذی زیبا و شکیل,بسیار زیبا و شکیل هست و داشتن جنس خوب حتما پیشنهاد میکنم و داشتن جا دستمال کاغذی آنرا منحصر به فرد کرده است,recommended
تجربه خرید,این پادری در دسته کوچک قرار میگیره و حتما به ابعادش دقت کنید. به نظرم یه پادری باید دو برابر این باشه. اما جنس خوبی داره و با این قیمت ارزش داره. نوشته توی بافت اصلا معلوم نیست و روش حساب نکنید.,not_recommended
زیبای بی وفا!,"سلام
کاور ظریف و زیبایی هست ولی در شکستن لبه ها بعد دوسه روز هیچ شکی نکنید",not_recommended
کوچک بودن,خیلی بده,not_recommended
معمولی,"به زیبایی عکس ها نیست! کیفیت ساختش بد نیس، اثر انگشت هم بر روش باقی نمی مونه، لبه های برجسته اطرافش باعث میشه از صفحه نمایش هم محافظت کنه، بر خلاف چیزی که در مشخصات ذکر شده برای محافظت از دوربین گوشی لبه های برجسته نداره!
در کل چیزی بد نیست ولی با این قیمت خریدش رو توصیه نمیکنم",not_recommended
کار خوب,به نسبت قیمت واقعا عالیه,recommended
قابل قبول,پیستون هایی که با تکنولوژی hvlp فشار کم باد کار میکنند علاوه بر صرفه جویی در مصرف انرژی و رنگ مانع آلودگی محیط و نشستن گرد رنگ اضافه روی محصولات دیگر میشوند,recommended
جارو شارژی,بالأخره بعد از مدت ها تحقیق تونستم یه جارو شارژی خوب بخرم..خیلی راضی ام ..مکش خیلی خوبی داره ...مثل بعضی مدلها که دوستان گفته بودن آشغال پس نمیده..به راحتی قابل تخلیه هست,recommended
